Timestamp,Memory_Percent,Used_GB,Total_GB
2025-07-13 14:14:34.492254,35.9,5.515712738037109,15.366016387939453
2025-07-13 14:14:35.540987,36.1,5.554561614990234,15.366016387939453
2025-07-13 14:14:36.550968,36.2,5.554828643798828,15.366016387939453
2025-07-13 14:14:37.615705,36.2,5.558399200439453,15.366016387939453
2025-07-13 14:14:38.656905,36.2,5.5628814697265625,15.366016387939453
2025-07-13 14:14:39.685026,36.2,5.5591888427734375,15.366016387939453
2025-07-13 14:14:40.700609,36.2,5.564430236816406,15.366016387939453
2025-07-13 14:14:41.711256,36.1,5.547740936279297,15.366016387939453
2025-07-13 14:14:42.720480,36.1,5.546134948730469,15.366016387939453
2025-07-13 14:14:43.743158,36.1,5.547752380371094,15.366016387939453
2025-07-13 14:14:44.752710,36.1,5.548046112060547,15.366016387939453
2025-07-13 14:14:45.764707,36.1,5.547611236572266,15.366016387939453
2025-07-13 14:14:46.774993,36.1,5.548358917236328,15.366016387939453
2025-07-13 14:14:47.783523,36.1,5.548683166503906,15.366016387939453
2025-07-13 14:14:48.793402,36.1,5.548423767089844,15.366016387939453
2025-07-13 14:14:49.815206,36.1,5.541557312011719,15.366016387939453
2025-07-13 14:14:50.831275,36.1,5.54150390625,15.366016387939453
2025-07-13 14:14:51.845368,36.1,5.542198181152344,15.366016387939453
2025-07-13 14:14:52.856668,36.1,5.551692962646484,15.366016387939453
2025-07-13 14:14:53.865389,36.1,5.553028106689453,15.366016387939453
2025-07-13 14:14:54.877729,36.0,5.53045654296875,15.366016387939453
2025-07-13 14:14:55.893604,36.0,5.530570983886719,15.366016387939453
2025-07-13 14:14:56.902486,36.0,5.530479431152344,15.366016387939453
2025-07-13 14:14:57.914903,36.0,5.530773162841797,15.366016387939453
2025-07-13 14:14:58.930778,36.1,5.544689178466797,15.366016387939453
2025-07-13 14:14:59.939015,36.1,5.544673919677734,15.366016387939453
2025-07-13 14:15:00.951954,36.1,5.547004699707031,15.366016387939453
2025-07-13 14:15:01.964536,36.1,5.546669006347656,15.366016387939453
2025-07-13 14:15:02.978961,36.1,5.546436309814453,15.366016387939453
2025-07-13 14:15:03.995726,36.1,5.547771453857422,15.366016387939453
2025-07-13 14:15:05.007836,36.1,5.548259735107422,15.366016387939453
2025-07-13 14:15:06.019962,36.1,5.548755645751953,15.366016387939453
2025-07-13 14:15:07.035727,36.1,5.548530578613281,15.366016387939453
2025-07-13 14:15:08.047534,36.1,5.548683166503906,15.366016387939453
2025-07-13 14:15:09.061626,36.1,5.5491485595703125,15.366016387939453
2025-07-13 14:15:10.075268,36.1,5.549076080322266,15.366016387939453
2025-07-13 14:15:11.091216,36.1,5.549140930175781,15.366016387939453
2025-07-13 14:15:12.101561,36.1,5.548938751220703,15.366016387939453
2025-07-13 14:15:13.142194,36.1,5.549003601074219,15.366016387939453
2025-07-13 14:15:14.155598,36.1,5.548870086669922,15.366016387939453
2025-07-13 14:15:15.172163,36.1,5.5491180419921875,15.366016387939453
2025-07-13 14:15:16.187380,36.1,5.549266815185547,15.366016387939453
2025-07-13 14:15:17.223504,36.1,5.549064636230469,15.366016387939453
2025-07-13 14:15:18.233259,36.1,5.549205780029297,15.366016387939453
2025-07-13 14:15:19.244683,36.1,5.549285888671875,15.366016387939453
2025-07-13 14:15:20.270193,36.2,5.5618896484375,15.366016387939453
2025-07-13 14:15:21.311559,36.2,5.562164306640625,15.366016387939453
2025-07-13 14:15:22.320182,36.2,5.559089660644531,15.366016387939453
2025-07-13 14:15:23.333403,36.2,5.558929443359375,15.366016387939453
2025-07-13 14:15:24.343980,36.2,5.558307647705078,15.366016387939453
2025-07-13 14:15:25.360319,36.2,5.555644989013672,15.366016387939453
2025-07-13 14:15:26.371271,36.2,5.555908203125,15.366016387939453
2025-07-13 14:15:27.388676,36.2,5.556354522705078,15.366016387939453
2025-07-13 14:15:28.411735,36.1,5.551326751708984,15.366016387939453
2025-07-13 14:15:29.421864,36.1,5.549839019775391,15.366016387939453
2025-07-13 14:15:30.435438,36.2,5.555816650390625,15.366016387939453
2025-07-13 14:15:31.446471,36.2,5.556205749511719,15.366016387939453
2025-07-13 14:15:32.459919,36.2,5.557106018066406,15.366016387939453
2025-07-13 14:15:33.474449,36.2,5.5572357177734375,15.366016387939453
2025-07-13 14:15:34.496731,36.2,5.556217193603516,15.366016387939453
