Timestamp,Memory_Percent,Used_GB,Total_GB
2025-07-13 15:47:38.185688,31.1,4.7817230224609375,15.366016387939453
2025-07-13 15:47:39.205006,31.1,4.782329559326172,15.366016387939453
2025-07-13 15:47:40.220139,31.1,4.7831268310546875,15.366016387939453
2025-07-13 15:47:41.228485,31.1,4.783702850341797,15.366016387939453
2025-07-13 15:47:42.237371,31.1,4.7841033935546875,15.366016387939453
2025-07-13 15:47:43.248238,31.1,4.785942077636719,15.366016387939453
2025-07-13 15:47:44.266878,31.2,4.786903381347656,15.366016387939453
2025-07-13 15:47:45.278329,31.2,4.787654876708984,15.366016387939453
2025-07-13 15:47:46.290562,31.2,4.787548065185547,15.366016387939453
2025-07-13 15:47:47.302300,31.2,4.7877655029296875,15.366016387939453
2025-07-13 15:47:48.325658,31.2,4.7881927490234375,15.366016387939453
2025-07-13 15:47:49.351952,31.2,4.788963317871094,15.366016387939453
2025-07-13 15:47:50.363606,31.2,4.789161682128906,15.366016387939453
2025-07-13 15:47:51.375615,31.2,4.798282623291016,15.366016387939453
2025-07-13 15:47:52.386772,31.2,4.798225402832031,15.366016387939453
2025-07-13 15:47:53.394953,31.2,4.79840087890625,15.366016387939453
2025-07-13 15:47:54.412248,31.2,4.798545837402344,15.366016387939453
2025-07-13 15:47:55.425462,31.2,4.799007415771484,15.366016387939453
2025-07-13 15:47:56.435455,31.1,4.781166076660156,15.366016387939453
2025-07-13 15:47:57.447165,31.1,4.781963348388672,15.366016387939453
2025-07-13 15:47:58.467303,31.1,4.782585144042969,15.366016387939453
2025-07-13 15:47:59.479239,31.1,4.782676696777344,15.366016387939453
2025-07-13 15:48:00.491217,31.1,4.782207489013672,15.366016387939453
2025-07-13 15:48:01.514507,31.1,4.7812042236328125,15.366016387939453
2025-07-13 15:48:02.558560,31.1,4.784610748291016,15.366016387939453
2025-07-13 15:48:03.609263,31.1,4.784553527832031,15.366016387939453
2025-07-13 15:48:04.622762,31.1,4.7848358154296875,15.366016387939453
2025-07-13 15:48:05.636035,31.1,4.785778045654297,15.366016387939453
2025-07-13 15:48:06.648803,31.1,4.7861480712890625,15.366016387939453
2025-07-13 15:48:07.657461,31.2,4.78668212890625,15.366016387939453
2025-07-13 15:48:08.671129,31.2,4.787147521972656,15.366016387939453
2025-07-13 15:48:09.687036,31.2,4.787891387939453,15.366016387939453
2025-07-13 15:48:10.702214,31.2,4.788368225097656,15.366016387939453
2025-07-13 15:48:11.720836,31.2,4.788543701171875,15.366016387939453
2025-07-13 15:48:12.732703,31.2,4.7890625,15.366016387939453
2025-07-13 15:48:13.751495,31.2,4.788902282714844,15.366016387939453
2025-07-13 15:48:14.772595,31.2,4.789371490478516,15.366016387939453
2025-07-13 15:48:15.788876,31.2,4.789974212646484,15.366016387939453
2025-07-13 15:48:16.798880,31.2,4.79034423828125,15.366016387939453
2025-07-13 15:48:17.817960,31.2,4.790977478027344,15.366016387939453
2025-07-13 15:48:18.841519,31.2,4.791393280029297,15.366016387939453
2025-07-13 15:48:19.855135,31.2,4.791477203369141,15.366016387939453
2025-07-13 15:48:20.868550,31.2,4.791515350341797,15.366016387939453
2025-07-13 15:48:21.881476,31.2,4.791790008544922,15.366016387939453
2025-07-13 15:48:22.900318,31.2,4.792091369628906,15.366016387939453
2025-07-13 15:48:23.914330,31.2,4.792972564697266,15.366016387939453
2025-07-13 15:48:24.925088,31.2,4.793415069580078,15.366016387939453
2025-07-13 15:48:25.939235,31.2,4.794258117675781,15.366016387939453
2025-07-13 15:48:26.955114,31.2,4.79510498046875,15.366016387939453
2025-07-13 15:48:27.971791,31.2,4.795642852783203,15.366016387939453
2025-07-13 15:48:28.981309,31.2,4.7963714599609375,15.366016387939453
2025-07-13 15:48:29.996391,31.2,4.796161651611328,15.366016387939453
