Timestamp,CPU_Percent,Core_Count
2025-07-13 15:52:03.657319,2.7,12
2025-07-13 15:52:06.695535,2.7,12
2025-07-13 15:52:09.722095,4.3,12
2025-07-13 15:52:12.762573,2.3,12
2025-07-13 15:52:15.810957,4.3,12
2025-07-13 15:52:18.837095,1.6,12
2025-07-13 15:52:21.873136,6.6,12
2025-07-13 15:52:24.893947,1.7,12
2025-07-13 15:52:27.929032,1.5,12
2025-07-13 15:52:30.971997,3.7,12
2025-07-13 15:52:34.009962,4.0,12
2025-07-13 15:52:37.081342,0.9,12
2025-07-13 15:52:40.162913,3.3,12
2025-07-13 15:52:43.197348,1.9,12
2025-07-13 15:52:46.234709,2.5,12
2025-07-13 15:52:49.276475,1.8,12
2025-07-13 15:52:52.319006,1.7,12
2025-07-13 15:52:55.358002,3.3,12
2025-07-13 15:52:58.387527,2.7,12
2025-07-13 15:53:01.418026,2.2,12
2025-07-13 15:53:04.453349,4.4,12
2025-07-13 15:53:07.489192,2.3,12
2025-07-13 15:53:10.531636,5.2,12
2025-07-13 15:53:13.560681,1.3,12
2025-07-13 15:53:16.592240,2.3,12
2025-07-13 15:53:19.629726,1.2,12
2025-07-13 15:53:22.665186,2.4,12
2025-07-13 15:53:25.684297,1.4,12
2025-07-13 15:53:28.714933,1.4,12
2025-07-13 15:53:31.761041,1.5,12
2025-07-13 15:53:34.853088,2.3,12
2025-07-13 15:53:37.941783,2.0,12
2025-07-13 15:53:40.998400,2.6,12
2025-07-13 15:53:44.037061,1.5,12
2025-07-13 15:53:47.068488,1.9,12
2025-07-13 15:53:50.088410,1.4,12
2025-07-13 15:53:53.124014,4.5,12
2025-07-13 15:53:56.150831,2.5,12
2025-07-13 15:53:59.177349,2.1,12
2025-07-13 15:54:02.205684,1.7,12
2025-07-13 15:54:05.236123,1.9,12
2025-07-13 15:54:08.281996,6.4,12
2025-07-13 15:54:11.315925,1.7,12
2025-07-13 15:54:14.353971,2.9,12
2025-07-13 15:54:17.390163,7.0,12
2025-07-13 15:54:20.428751,1.4,12
2025-07-13 15:54:23.467333,8.7,12
2025-07-13 15:54:26.559049,2.5,12
2025-07-13 15:54:29.590863,1.9,12
2025-07-13 15:54:32.618486,2.0,12
2025-07-13 15:54:35.656681,1.2,12
2025-07-13 15:54:38.693525,2.2,12
2025-07-13 15:54:41.725812,3.8,12
2025-07-13 15:54:44.766890,5.2,12
2025-07-13 15:54:47.808280,1.0,12
2025-07-13 15:54:50.840752,2.9,12
2025-07-13 15:54:53.872476,4.5,12
2025-07-13 15:54:56.909489,1.8,12
2025-07-13 15:54:59.937178,3.8,12
2025-07-13 15:55:02.960602,0.9,12
2025-07-13 15:55:05.996038,2.3,12
2025-07-13 15:55:09.045108,2.2,12
2025-07-13 15:55:12.136958,1.3,12
2025-07-13 15:55:15.204565,1.4,12
2025-07-13 15:55:18.231548,3.2,12
2025-07-13 15:55:21.258894,1.8,12
2025-07-13 15:55:24.296974,4.7,12
2025-07-13 15:55:27.339708,3.3,12
2025-07-13 15:55:30.371112,3.5,12
2025-07-13 15:55:33.410927,1.6,12
2025-07-13 15:55:36.453047,3.3,12
2025-07-13 15:55:39.489874,3.2,12
2025-07-13 15:55:42.519618,1.7,12
2025-07-13 15:55:45.560717,4.1,12
2025-07-13 15:55:48.596899,1.2,12
2025-07-13 15:55:51.633955,2.2,12
2025-07-13 15:55:54.655751,3.9,12
2025-07-13 15:55:57.691774,1.0,12
2025-07-13 15:56:00.728433,2.9,12
2025-07-13 15:56:03.776866,1.5,12
2025-07-13 15:56:06.873489,1.5,12
2025-07-13 15:56:09.891875,2.5,12
2025-07-13 15:56:12.931452,2.3,12
2025-07-13 15:56:15.942309,1.2,12
2025-07-13 15:56:18.984604,5.5,12
2025-07-13 15:56:22.026660,2.7,12
2025-07-13 15:56:25.062356,2.0,12
2025-07-13 15:56:28.095177,1.3,12
2025-07-13 15:56:31.128957,2.0,12
2025-07-13 15:56:34.170059,3.2,12
2025-07-13 15:56:37.216211,2.2,12
2025-07-13 15:56:40.283658,0.8,12
2025-07-13 15:56:43.320290,1.0,12
2025-07-13 15:56:46.354200,5.3,12
2025-07-13 15:56:49.396123,2.4,12
2025-07-13 15:56:52.441824,1.3,12
2025-07-13 15:56:55.523977,2.0,12
2025-07-13 15:56:58.655191,2.3,12
2025-07-13 15:57:01.701168,2.6,12
2025-07-13 15:57:04.739883,2.2,12
2025-07-13 15:57:07.772230,6.3,12
2025-07-13 15:57:10.808827,2.8,12
2025-07-13 15:57:13.850179,1.3,12
2025-07-13 15:57:16.880319,4.0,12
2025-07-13 15:57:19.902512,2.2,12
2025-07-13 15:57:22.946502,1.3,12
2025-07-13 15:57:25.975884,2.5,12
2025-07-13 15:57:29.013444,2.8,12
2025-07-13 15:57:32.075309,1.7,12
2025-07-13 15:57:35.100412,3.7,12
2025-07-13 15:57:38.141010,2.9,12
2025-07-13 15:57:41.167522,2.0,12
2025-07-13 15:57:44.231212,4.2,12
2025-07-13 15:57:47.315168,1.3,12
2025-07-13 15:57:50.336711,1.7,12
2025-07-13 15:57:53.362425,1.5,12
2025-07-13 15:57:56.385994,1.2,12
2025-07-13 15:57:59.423771,1.9,12
2025-07-13 15:58:02.462313,2.4,12
2025-07-13 15:58:05.493153,4.5,12
2025-07-13 15:58:08.531568,1.9,12
2025-07-13 15:58:11.569675,1.3,12
2025-07-13 15:58:14.600856,3.1,12
2025-07-13 15:58:17.620309,4.4,12
2025-07-13 15:58:20.662461,1.9,12
2025-07-13 15:58:23.694008,7.3,12
2025-07-13 15:58:26.765708,2.2,12
2025-07-13 15:58:29.821806,2.2,12
2025-07-13 15:58:32.848408,1.7,12
2025-07-13 15:58:35.876774,1.3,12
2025-07-13 15:58:38.908784,2.2,12
2025-07-13 15:58:41.945949,2.2,12
2025-07-13 15:58:44.986044,4.9,12
2025-07-13 15:58:48.017455,2.0,12
2025-07-13 15:58:51.060641,2.3,12
2025-07-13 15:58:54.093113,7.4,12
2025-07-13 15:58:57.108157,2.5,12
2025-07-13 15:59:00.136029,3.2,12
2025-07-13 15:59:03.169753,4.7,12
2025-07-13 15:59:06.210583,2.3,12
2025-07-13 15:59:09.240819,2.8,12
2025-07-13 15:59:12.269318,6.2,12
2025-07-13 15:59:15.305770,3.2,12
2025-07-13 15:59:18.338962,4.5,12
2025-07-13 15:59:21.374582,5.9,12
2025-07-13 15:59:24.409977,1.4,12
2025-07-13 15:59:27.433347,1.8,12
2025-07-13 15:59:30.461221,5.1,12
2025-07-13 15:59:33.486948,1.8,12
2025-07-13 15:59:36.527021,3.5,12
2025-07-13 15:59:39.567324,1.8,12
2025-07-13 15:59:42.589792,7.5,12
2025-07-13 15:59:45.632905,1.8,12
2025-07-13 15:59:48.665919,2.5,12
2025-07-13 15:59:51.684875,1.0,12
2025-07-13 15:59:54.706885,4.7,12
2025-07-13 15:59:57.752546,2.2,12
2025-07-13 16:00:00.774165,6.9,12
2025-07-13 16:00:03.806317,0.9,12
2025-07-13 16:00:06.839480,1.8,12
