Timestamp,CPU_Percent,Core_Count
2025-07-13 16:48:46.281473,2.7,12
2025-07-13 16:48:49.312796,2.7,12
2025-07-13 16:48:52.349461,6.9,12
2025-07-13 16:48:55.375777,2.7,12
2025-07-13 16:48:58.426843,1.9,12
2025-07-13 16:49:01.476506,2.0,12
2025-07-13 16:49:04.509450,8.6,12
2025-07-13 16:49:07.549226,1.4,12
2025-07-13 16:49:10.583928,1.8,12
2025-07-13 16:49:13.605158,1.8,12
2025-07-13 16:49:16.639638,1.5,12
2025-07-13 16:49:19.659332,2.3,12
2025-07-13 16:49:22.695440,2.4,12
2025-07-13 16:49:25.731220,7.8,12
2025-07-13 16:49:28.751202,1.9,12
2025-07-13 16:49:31.786898,2.0,12
2025-07-13 16:49:34.810419,2.0,12
2025-07-13 16:49:37.834922,1.4,12
2025-07-13 16:49:40.870297,6.3,12
2025-07-13 16:49:43.923738,6.5,12
2025-07-13 16:49:46.951545,1.8,12
2025-07-13 16:49:49.989837,1.4,12
2025-07-13 16:49:53.027031,10.6,12
2025-07-13 16:49:56.065973,1.4,12
2025-07-13 16:49:59.093603,2.1,12
2025-07-13 16:50:02.130606,2.3,12
2025-07-13 16:50:05.169446,3.2,12
2025-07-13 16:50:08.208513,1.6,12
2025-07-13 16:50:11.249348,3.6,12
2025-07-13 16:50:14.266337,1.9,12
2025-07-13 16:50:17.304068,2.1,12
2025-07-13 16:50:20.347857,1.3,12
2025-07-13 16:50:23.387012,2.8,12
2025-07-13 16:50:26.421202,6.8,12
2025-07-13 16:50:29.443466,3.0,12
2025-07-13 16:50:32.539446,2.1,12
2025-07-13 16:50:35.566428,1.4,12
2025-07-13 16:50:38.605418,2.8,12
2025-07-13 16:50:41.640708,1.0,12
2025-07-13 16:50:44.680960,2.2,12
2025-07-13 16:50:47.693718,1.7,12
2025-07-13 16:50:50.735447,1.6,12
2025-07-13 16:50:53.759904,6.8,12
2025-07-13 16:50:56.788372,2.6,12
2025-07-13 16:50:59.806159,1.2,12
2025-07-13 16:51:02.838910,5.5,12
2025-07-13 16:51:05.917387,0.8,12
2025-07-13 16:51:08.999405,1.3,12
2025-07-13 16:51:12.039762,1.5,12
2025-07-13 16:51:15.076745,4.7,12
2025-07-13 16:51:18.116560,1.9,12
2025-07-13 16:51:21.138762,2.3,12
2025-07-13 16:51:24.177864,0.8,12
2025-07-13 16:51:27.220200,1.1,12
2025-07-13 16:51:30.237706,1.6,12
2025-07-13 16:51:33.266587,4.1,12
2025-07-13 16:51:36.305954,1.9,12
2025-07-13 16:51:39.336237,1.4,12
2025-07-13 16:51:42.372741,7.6,12
2025-07-13 16:51:45.445861,2.1,12
2025-07-13 16:51:48.528248,1.9,12
2025-07-13 16:51:51.621643,4.0,12
2025-07-13 16:51:54.646131,6.4,12
2025-07-13 16:51:57.676933,2.1,12
2025-07-13 16:52:00.716427,2.2,12
2025-07-13 16:52:03.742568,1.8,12
2025-07-13 16:52:06.774335,1.8,12
2025-07-13 16:52:09.808144,5.7,12
2025-07-13 16:52:12.845526,0.9,12
2025-07-13 16:52:15.885975,1.4,12
2025-07-13 16:52:18.920213,1.4,12
2025-07-13 16:52:21.952306,1.5,12
2025-07-13 16:52:24.988779,1.3,12
2025-07-13 16:52:28.027620,3.1,12
2025-07-13 16:52:31.057641,2.2,12
2025-07-13 16:52:34.088865,2.1,12
2025-07-13 16:52:37.179888,6.2,12
2025-07-13 16:52:40.240621,1.7,12
2025-07-13 16:52:43.274530,1.8,12
